status_id,permalink,created_time,share_text,image_text_py,image_text_ms,ms_cv_caption,clarifai_tags,clarifai_tags_prob,reposted,original,repost,repost_order,times_repost,days_bet_repost
1405630409737397_1695665424067226,https://www.facebook.com/1405630409737397_1695665424067226,1/01/2017 1:00,Ugh.,"""ødÛnde est· mi abrazo?""
me:","""ødÛnde est· mi abrazo?""
me:",a woman is smiling at the camera,"woman,people,portrait,adult,indoors,young,fashion,horizontal,pretty,adolescent,one,cute,beautiful,modern,happiness,looking,girl,sit,technology,business","0.99364567,0.9830967,0.97972995,0.9794708,0.96569854,0.9493215,0.9286063,0.921887,0.9078513,0.89335775,0.88843846,0.8863975,0.88487524,0.8775773,0.8765742,0.87655205,0.87103087,0.86590564,0.8571378,0.8498138",1,0,1,1,1,379
1405630409737397_1513084828991954,https://www.facebook.com/1405630409737397_1513084828991954,11/11/2015 23:00,That time of year...,"""ødÛnde est· mi abrazo?""
season is approaching","""ødÛnde est· mi abrazo?""
season is approaching",a bird perched on top of a tree,"illustration,desktop,abstract,graphic,text,disjunct,business,design,science,education,symbol,vector,conceptual,horizontal,art,element,decoration,pattern,no person,facts","0.9758694,0.9725374,0.9571953,0.95428336,0.95276487,0.9379047,0.93386376,0.9315069,0.91047055,0.89567435,0.8932679,0.89068145,0.8886379,0.88525426,0.8830688,0.88185906,0.8642185,0.86205965,0.85714495,0.7946742",0,1,0,,,
1405630409737397_1756402504660184,https://www.facebook.com/1405630409737397_1756402504660184,18/04/2017 11:00,Choose wisely.,"""øMe est·s avisando o me
est·s pidiendo permiso?""
-trick question used by latina moms","""øMe est·s avisando o me
est·s pidiendo permiso?""
-trick question used by latina moms",a bird perched on top of a tree,"desktop,text,disjunct,illustration,graphic,abstract,business,no person,conceptual,design,science,education,decoration,horizontal,creativity,symbol,art,pattern,typographic,element","0.94872737,0.92241716,0.92055595,0.91548383,0.91047513,0.9092967,0.8919102,0.89093536,0.87684065,0.8646886,0.8609283,0.8437278,0.828009,0.8174384,0.7984234,0.7944753,0.7915758,0.7747619,0.7586795,0.75482404",0,1,0,,,
1405630409737397_1507326169567820,https://www.facebook.com/1405630409737397_1507326169567820,29/10/2015 1:00,Bye Felicia.,"""øpor quÈ  no te pones a
dieta mijita?""
me:
I would rather die","""øpor quÈ  no te pones a
dieta mijita?""
me:
I would rather die",Kourtney Kardashian holding a sign,"woman,people,adult,portrait,indoors,horizontal,fashion,business,bill,sit,happiness,adolescent,cheerful,sadness,young,girl,wear,one,outdoors,looking","0.98614657,0.985187,0.9695736,0.9577267,0.95687485,0.9267243,0.8907247,0.8524577,0.8463284,0.82269084,0.8075274,0.80446887,0.79662454,0.7930449,0.78585345,0.7789343,0.7783551,0.77737045,0.7758336,0.7740226",0,1,0,,,
1405630409737397_1544533935847043,https://www.facebook.com/1405630409737397_1544533935847043,23/01/2016 10:00,I'll pass.,"""øpor quÈ  no tienes novio?""
me:
I like men with brains.","""øpor quÈ  no tienes novio?""
me:
I like men with brains.",Joan Crawford in a suit and tie,"people,adult,man,vertical,indoors,sit,portrait,horizontal,side view,monochrome,sitting,serious,chair,business,communication,concentration,profile,contemplation,tie,confidence","0.99594617,0.9924148,0.98747087,0.9686792,0.9683474,0.96783066,0.9629163,0.94213045,0.93644667,0.93583846,0.9341383,0.91092753,0.8693607,0.8651619,0.85486937,0.8398555,0.8097198,0.79901123,0.79316896,0.7709489",0,1,0,,,
1405630409737397_1532627823704321,https://www.facebook.com/1405630409737397_1532627823704321,24/12/2015 16:01,No.,"""øpor quÈ tan seria
mamacita?""","""øpor quÈ tan seria
mamacita?""",a woman talking on a cell phone,"business,woman,horizontal,indoors,adult,people,portrait,technology,communication,happiness,office,confidence,headshot,cheerful,actor,looking,leadership,man,intelligence,success","0.98422134,0.9835144,0.9742067,0.9719019,0.97178125,0.95621926,0.9438956,0.9103724,0.88793504,0.8682678,0.8605343,0.8460727,0.8368238,0.8257178,0.80935305,0.8032588,0.7949326,0.78234017,0.77115226,0.7682555",1,1,0,0,1,0
1405630409737397_1553484568285313,https://www.facebook.com/1405630409737397_1553484568285313,14/02/2016 1:00,No.,"""øpor quÈ tan seria
mamacita?""","""øpor quÈ tan seria
mamacita?""",a woman talking on a cell phone,"business,woman,horizontal,indoors,adult,people,portrait,technology,communication,happiness,headshot,office,confidence,actor,cheerful,looking,leadership,intelligence,man,education","0.9849423,0.98380864,0.9722034,0.9720189,0.97132266,0.95675695,0.94699717,0.9131644,0.88415235,0.86321557,0.8534764,0.85245454,0.8512222,0.8186017,0.81199694,0.7988497,0.7940026,0.78854525,0.7845773,0.76846564",1,0,1,1,1,51
1405630409737397_1687148734918895,https://www.facebook.com/1405630409737397_1687148734918895,6/12/2016 9:00,Her favorite question.,"""øQuÈ  van a hacer el dÌa
que me muera?""
- advanced persuasion technique
used by moms","""øQuÈ  van a hacer el dÌa
que me muera?""
- advanced persuasion technique
used by moms",a bird perched on top of a tree,"desktop,illustration,disjunct,abstract,graphic,business,text,conceptual,science,no person,design,symbol,education,art,horizontal,creativity,isolated,people,pattern,medicine","0.95868886,0.92023534,0.9148053,0.91002816,0.8994745,0.8971905,0.89472014,0.8904449,0.87288773,0.86084974,0.85273874,0.8212936,0.7945817,0.78651047,0.7507957,0.73667467,0.719494,0.7177364,0.71533,0.7105606",1,1,0,0,2,0
1405630409737397_1703912393242529,https://www.facebook.com/1405630409737397_1703912393242529,9/01/2017 12:01,Her favorite question.,"""øQuÈ  van a hacer el dÌa
que me muera?""
- advanced persuasion technique
used by moms","""øQuÈ  van a hacer el dÌa
que me muera?""
- advanced persuasion technique
used by moms",a bird perched on top of a tree,"desktop,illustration,disjunct,abstract,graphic,business,text,conceptual,science,no person,design,symbol,education,art,horizontal,creativity,isolated,people,medicine,pattern","0.95861006,0.919029,0.91444016,0.9092635,0.8992318,0.8969952,0.8939861,0.88991106,0.8733443,0.8630453,0.8532158,0.8208622,0.7944895,0.7855493,0.74833626,0.73591673,0.72166175,0.7152065,0.7132236,0.71300054",1,0,1,1,2,34
1405630409737397_1725376534429448,https://www.facebook.com/1405630409737397_1725376534429448,19/02/2017 1:00,Her favorite question.,"""øQuÈ  van a hacer el dÌa
que me muera?""
- advanced persuasion technique
used by moms","""øQuÈ  van a hacer el dÌa
que me muera?""
- advanced persuasion technique
used by moms",a bird perched on top of a tree,"desktop,illustration,disjunct,abstract,graphic,business,text,conceptual,science,no person,design,symbol,education,art,horizontal,creativity,isolated,people,medicine,pattern","0.958388,0.91887736,0.91348374,0.90860283,0.8984401,0.89628065,0.8962138,0.89065456,0.8716186,0.8588541,0.8506478,0.8185551,0.7945452,0.7831781,0.7464986,0.73536175,0.7172814,0.71213984,0.71038496,0.70978045",1,0,1,2,2,41
1405630409737397_1628583280775441,https://www.facebook.com/1405630409737397_1628583280775441,3/08/2016 17:00,0 chill.,"""øQuiÈn es ese
muchacho?""
- my tÌa on all of my
fb photos","""øQuiÈn es ese
muchacho?""
- my tÌa on all of my
fb photos",a bird sits on the tracks,"text,business,desktop,illustration,graphic,abstract,conceptual,education,research,science,disjunct,typographic,internet,facts,symbol,design,designing,company,creativity,cloud","0.97600543,0.94506156,0.934649,0.92809045,0.92765534,0.92371833,0.9212708,0.9007734,0.8924689,0.89107835,0.8848953,0.86918795,0.8635322,0.8585845,0.84800684,0.8276049,0.81680304,0.78656787,0.78430057,0.7808314",0,1,0,,,
1405630409737397_1601910523442717,https://www.facebook.com/1405630409737397_1601910523442717,1/06/2016 20:00,My mom always.,"""øQuiÈn te manda?""
- my mom after I do
something dumb","""øQuiÈn te manda?""
- my mom after I do
something dumb",a bird sits on the tracks,"text,business,desktop,conceptual,illustration,education,abstract,disjunct,graphic,research,science,typographic,internet,symbol,facts,no person,company,designing,design,achievement","0.97298455,0.95509297,0.9414052,0.9125631,0.9077177,0.9011297,0.8988144,0.896465,0.89361894,0.8872672,0.8852262,0.8797524,0.8784775,0.8543807,0.8406275,0.827134,0.82412803,0.8130295,0.79725575,0.79176897",1,1,0,0,1,0
1405630409737397_1621023761531393,https://www.facebook.com/1405630409737397_1621023761531393,18/07/2016 0:00,My mom always.,"""øQuiÈn te manda?""
- my mom after I do
something dumb","""øQuiÈn te manda?""
- my mom after I do
something dumb",a bird sits on the tracks,"text,business,desktop,conceptual,illustration,education,abstract,disjunct,graphic,research,science,typographic,internet,symbol,facts,company,no person,designing,design,achievement","0.9733527,0.95480955,0.94143754,0.9113828,0.90781033,0.9009716,0.899408,0.89558685,0.8937192,0.88676417,0.8839048,0.88303757,0.8782402,0.853966,0.84094787,0.8244158,0.82411027,0.81213474,0.79674566,0.7911955",1,0,1,1,1,46
1405630409737397_1522666481367122,https://www.facebook.com/1405630409737397_1522666481367122,4/12/2015 14:04,Literally.,"""øte sirvo otro plato?""
me:","""øte sirvo otro plato?""
me:",a brown dog,"animal,cute,dog,no person,funny,isolated,puppy,little,pet,looking,sit,young,mammal,domestic,fur,dachshund,horizontal,humor,canine,adorable","0.9861815,0.98393,0.9833386,0.9731728,0.9655064,0.95851827,0.9303016,0.9183746,0.9101279,0.90673673,0.89764255,0.8970704,0.89417076,0.8716251,0.86939156,0.8631519,0.8481952,0.8396437,0.83753836,0.8242259",0,1,0,,,
1405630409737397_1538307483136355,https://www.facebook.com/1405630409737397_1538307483136355,8/01/2016 1:00,ME:,"""øy el novio?""
""øcomo va la escuela?""
""øy el trabajo?""
Please bore someone else with your questions.","""øy el novio?""
""øcomo va la escuela?""
""øy el trabajo?""
Please bore someone else with your questions.",Meryl Streep posing for a photo,"people,adult,woman,business,horizontal,man,indoors,communication,portrait,office,leadership,teamwork,presentation,togetherness,success,confidence,partnership,education,technology,headshot","0.9864297,0.98565567,0.98369217,0.9771712,0.9712763,0.9642893,0.96037173,0.9539411,0.95303816,0.9319774,0.9126204,0.893443,0.8733232,0.86860657,0.8618978,0.85565406,0.85315645,0.8365916,0.8177953,0.81030977",0,1,0,,,
1405630409737397_1630021560631613,https://www.facebook.com/1405630409737397_1630021560631613,6/08/2016 18:00,THIS,"""øy el novio?""
Are you an exam paper?
I don't owe you answers.","""øy el novio?""
Are you an exam paper?
I don't owe you answers.",a girl smiling at the camera,"people,portrait,headshot,adult,horizontal,happiness,woman,vertical,indoors,exhilaration,facial expression,cheerful,child,joy,enjoyment,fun,desktop,laughing,content,communication","0.9927432,0.99151933,0.9800903,0.97769797,0.96720594,0.9648386,0.96386236,0.95825905,0.95358753,0.945632,0.93882334,0.9284489,0.914263,0.89981437,0.88395625,0.8698679,0.8579934,0.85698724,0.84922075,0.84908324",0,1,0,,,
1405630409737397_1523459171287853,https://www.facebook.com/1405630409737397_1523459171287853,6/12/2015 17:00,Slay.,"""øy el novio?""
me: cual de todos","""øy el novio?""
me: cual de todos",a women who is looking at the camera,"people,woman,portrait,child,young,girl,two,beautiful,face,love,isolated,person,family,cute,angry,adult,desktop,pretty,retro,happiness","0.9899217,0.9799194,0.9791798,0.97822875,0.97128546,0.96159875,0.9516272,0.9504882,0.93762356,0.93093127,0.92811203,0.9250591,0.9246796,0.92233074,0.919628,0.9159011,0.8949505,0.8913983,0.8891409,0.8879201",0,1,0,,,
1405630409737397_1522585511375219,https://www.facebook.com/1405630409737397_1522585511375219,4/12/2015 10:02,"Me at every family party.

(via BravoTV)","""øy el novio?""
me:
I'm just gonna start drinking.","""øy el novio?""
me:
I'm just gonna start drinking.",a smiling woman sitting on a table,"adult,people,indoors,horizontal,woman,portrait,relaxation,happiness,cheerful,headshot,sit,enjoyment,vertical,content,family,side view,looking,contemplation,cozy,togetherness","0.98854184,0.9878067,0.987654,0.9867834,0.98622644,0.94970524,0.9460621,0.9426743,0.939734,0.9150497,0.9124385,0.90947324,0.865729,0.8198123,0.8013419,0.7967566,0.78683615,0.78419125,0.77038634,0.76357067",0,1,0,,,
1405630409737397_1538168409816929,https://www.facebook.com/1405630409737397_1538168409816929,7/01/2016 16:00,Harry knows.,"""øy para cuando la boda?""
me:
NEVEEERRRRRRR!!","""øy para cuando la boda?""
me:
NEVEEERRRRRRR!!",an image of person,"people,bill,man,horizontal,person,text,business,one,portrait,adult,desktop,paper,nature,young,banner,isolated,space,internet,woman,communication","0.9687772,0.96331966,0.9385982,0.9375674,0.91953284,0.9170108,0.89664555,0.8948349,0.8910508,0.88754797,0.8777952,0.8693436,0.86910766,0.8648031,0.84212863,0.84112287,0.8366926,0.8229023,0.82256436,0.7962455",0,1,0,,,
1405630409737397_1523124181321352,https://www.facebook.com/1405630409737397_1523124181321352,5/12/2015 16:01,Make it stop.,"""øy tu novio?""
SEASON IS HERE","""øy tu novio?""
SEASON IS HERE",a woman sitting in front of a laptop,"horizontal,adult,business,people,woman,portrait,indoors,headshot,happiness,side view,confidence,communication,cheerful,technology,wear,contemplation,content,office,satisfaction,mental image","0.98993313,0.98958933,0.97886264,0.97838706,0.9779474,0.97402984,0.9721287,0.9505134,0.9491621,0.93940526,0.9335331,0.9156037,0.90070313,0.87342155,0.8697684,0.86893165,0.8339274,0.8292444,0.81308854,0.8124096",0,1,0,,,
1405630409737397_1694719944161774,https://www.facebook.com/1405630409737397_1694719944161774,20/12/2016 9:00,M·s te vale.,"""øYa saludaste a todos?""
-every mom during the holidays","""øYa saludaste a todos?""
-every mom during the holidays",a bird sits on the tracks,"illustration,desktop,disjunct,no person,abstract,graphic,design,art,science,vector,text,decoration,education,horizontal,pattern,symbol,business,conceptual,school,paper","0.97484154,0.9605943,0.9508496,0.9487592,0.9420431,0.9376199,0.93400574,0.9326647,0.929021,0.9209451,0.917449,0.9059113,0.904575,0.89742124,0.89096403,0.874864,0.87187004,0.84330523,0.8285002,0.82811725",0,1,0,,,
1405630409737397_1760881750878926,https://www.facebook.com/1405630409737397_1760881750878926,10/05/2017 0:00,Itís exhausting.,"""ùWe gotta be more Mexican than
the Mexicans and more American
than the Americans, both at the
same timeÖ""
-the best movie quote that summarizes what it's
like growing up Mexican-American","""ùWe gotta be more Mexican than
the Mexicans and more American
than the Americans, both at the
same timeÖ""
-the best movie quote that summarizes what it's
like growing up Mexican-American",a close up of a bird,"conceptual,desktop,no person,business,medicine,text,science,typographic,abstract,phase,education,donation,disease,disjunct,achievement,health,creativity,healthcare,knowledge,change","0.9461699,0.91448987,0.88666457,0.88577235,0.8825153,0.87670064,0.86512953,0.8495946,0.835765,0.8350512,0.81235784,0.79904246,0.7969276,0.7803769,0.7800806,0.7529665,0.7303534,0.7236947,0.7199588,0.71087193",1,1,0,0,2,0
1405630409737397_1789794007987700,https://www.facebook.com/1405630409737397_1789794007987700,25/06/2017 11:00,Itís exhausting.,"""ùWe gotta be more Mexican than
the Mexicans and more American
than the Americans, both at the
same timeÖ""
-the best movie quote that summarizes what it's
like growing up Mexican-American","""ùWe gotta be more Mexican than
the Mexicans and more American
than the Americans, both at the
same timeÖ""
-the best movie quote that summarizes what it's
like growing up Mexican-American",a close up of a bird,"conceptual,desktop,no person,business,medicine,text,science,typographic,phase,abstract,education,donation,disease,achievement,disjunct,health,creativity,healthcare,knowledge,change","0.9472258,0.9094301,0.88895446,0.8858676,0.8817105,0.8755339,0.86177796,0.84938025,0.8326678,0.8303283,0.8090264,0.8013237,0.79615414,0.7842332,0.7733011,0.756263,0.7264328,0.72308344,0.7211815,0.7086843",1,0,1,1,2,46
1405630409737397_1804309293202838,https://www.facebook.com/1405630409737397_1804309293202838,23/07/2017 2:00,Itís exhausting.,"""ùWe gotta be more Mexican than
the Mexicans and more American
than the Americans, both at the
same timeÖ""
-the best movie quote that summarizes what it's
like growing up Mexican-American","""ùWe gotta be more Mexican than
the Mexicans and more American
than the Americans, both at the
same timeÖ""
-the best movie quote that summarizes what it's
like growing up Mexican-American",a screenshot of a cell phone,"conceptual,desktop,text,business,abstract,science,illustration,no person,disease,creativity,company,education,medicine,internet,graphic,knowledge,future,achievement,research,typographic","0.95652777,0.93849576,0.91957736,0.9177953,0.89694977,0.80843097,0.80386055,0.80195004,0.80112827,0.79826325,0.7941351,0.7939522,0.79314876,0.7879208,0.7867368,0.765193,0.7449301,0.73603165,0.71886605,0.7027688",1,0,1,2,2,28
1405630409737397_1780828085550959,https://www.facebook.com/1405630409737397_1780828085550959,7/06/2017 11:00,SAME,"""ùwhat turns you on?""ù","""ùwhat turns you on?""ù",a close up of an animal,"food,horizontal,no person,seafood,nature,dinner,meal,health,wood,basket,isolate,traditional,delicious,lunch,refreshment,plate,fish,indoors,desktop,bread","0.9644844,0.9639553,0.91839314,0.88674945,0.8627235,0.8381318,0.827922,0.82061267,0.8137507,0.8122671,0.8098158,0.8013098,0.8011627,0.79793876,0.7976222,0.794044,0.7934902,0.7488612,0.74125767,0.7412499",0,1,0,,,
1405630409737397_1502850963348674,https://www.facebook.com/1405630409737397_1502850963348674,14/10/2015 15:01,Ancient Mexican proverb.,"""A tus amiguitas sÌ Ies
contestas. øPero a mi?""
- Tu mam· ","""A tus amiguitas sÌ Ies
contestas. øPero a mi?""
- Tu mam· ",a couple of giraffes that are next to a tree,"text,conceptual,desktop,business,abstract,science,typographic,no person,disjunct,education,graphic,illustration,cloud,internet,horizontal,facts,phase,research,school,medicine","0.97131115,0.9550656,0.93714017,0.9340811,0.9207353,0.913545,0.9109812,0.91048217,0.9067099,0.90322345,0.89538,0.89356184,0.8840597,0.8509915,0.84086263,0.8350464,0.8167403,0.8038955,0.79306746,0.7770784",0,1,0,,,
1405630409737397_1501057176861386,https://www.facebook.com/1405630409737397_1501057176861386,9/10/2015 14:01,Wolverine spotted somewhere in Mexico.,"""A ver mijito, tu que tienes garras,
dale al trompo un Ilegue y sÌrveme
con todo...""","""A ver mijito, tu que tienes garras,
dale al trompo un Ilegue y sÌrveme
con todo...""",Hugh Jackman et al. standing in front of a box,"people,man,woman,celebration,indoors,cooking,party,group,flame,music,traditional,adult,market,festival,food,family,performance,restaurant,service,dining","0.98474157,0.97743034,0.9533928,0.9400779,0.9390613,0.93811893,0.9322402,0.9117671,0.90742993,0.89991254,0.8898499,0.8780617,0.87784487,0.875687,0.8716836,0.86995494,0.86904085,0.8506621,0.837276,0.8134203",0,1,0,,,
1405630409737397_1598243077142795,https://www.facebook.com/1405630409737397_1598243077142795,23/05/2016 15:00,Send help.,"""Ah pero anoche
puro parti""
- me to hungover me","""Ah pero anoche
puro parti""
- me to hungover me",a bird sits on the tracks,"text,business,education,graphic,desktop,illustration,research,conceptual,abstract,internet,science,facts,management,symbol,cloud,designing,organization,typographic,disjunct,strategy","0.9875987,0.9722197,0.9547923,0.9439156,0.943486,0.94340765,0.93911517,0.93624353,0.9299383,0.92806804,0.9209357,0.9177897,0.9148127,0.9035829,0.89974594,0.8970455,0.895728,0.8932042,0.8878889,0.8858119",1,1,0,0,3,0
1405630409737397_1695643884069380,https://www.facebook.com/1405630409737397_1695643884069380,25/12/2016 12:00,Send help.,"""Ah pero anoche
puro parti""
- me to hungover me","""Ah pero anoche
puro parti""
- me to hungover me",a bird sits on the tracks,"text,business,education,graphic,illustration,desktop,research,conceptual,abstract,internet,science,facts,management,symbol,cloud,designing,organization,typographic,disjunct,strategy","0.9874668,0.97229135,0.9542714,0.9444931,0.9442113,0.94346637,0.9385862,0.93559647,0.92867446,0.92856044,0.9188174,0.9183395,0.915131,0.9028927,0.89988756,0.896873,0.895269,0.89175713,0.8871264,0.8862263",1,0,1,1,3,216
1405630409737397_1718357001798068,https://www.facebook.com/1405630409737397_1718357001798068,4/02/2017 9:00,Send help.,"""Ah pero anoche
puro parti""
- me to hungover me","""Ah pero anoche
puro parti""
- me to hungover me",a bird sits on the tracks,"text,business,education,graphic,desktop,illustration,research,conceptual,abstract,internet,facts,science,management,symbol,cloud,designing,organization,typographic,strategy,disjunct","0.98776567,0.9724894,0.9551418,0.94378465,0.9436718,0.9434539,0.9387881,0.9355629,0.92875206,0.9284648,0.9187497,0.9177973,0.91692376,0.9024378,0.9001293,0.8967117,0.89619005,0.89303666,0.88739884,0.88680595",1,0,1,2,3,41
1405630409737397_1739432253023876,https://www.facebook.com/1405630409737397_1739432253023876,19/03/2017 8:00,Send help.,"""Ah pero anoche
puro parti""
- me to hungover me","""Ah pero anoche
puro parti""
- me to hungover me",a bird sits on the tracks,"text,business,education,graphic,desktop,illustration,research,conceptual,abstract,internet,facts,science,management,symbol,cloud,designing,organization,typographic,strategy,disjunct","0.98776567,0.9724894,0.9551418,0.94378465,0.9436718,0.9434539,0.9387881,0.9355629,0.92875206,0.9284648,0.9187497,0.9177973,0.91692376,0.9024378,0.9001293,0.8967117,0.89619005,0.89303666,0.88739884,0.88680595",1,0,1,3,3,43
1405630409737397_1706696556297446,https://www.facebook.com/1405630409737397_1706696556297446,13/01/2017 9:00,If you say so...,"""ahora pide dos de chicharrÛn""","""ahora pide dos de chicharrÛn""",a woman wearing a hat,"woman,portrait,people,horizontal,adult,beautiful,fashion,happiness,young,retro,fun,crown,child,love,togetherness,joy,girl,man,hair,cute","0.97462344,0.96934664,0.9677374,0.9230341,0.91904116,0.915748,0.91381514,0.91109043,0.8943685,0.8799318,0.8797264,0.87496525,0.86992586,0.86701536,0.8642565,0.83627176,0.832036,0.8309965,0.82346994,0.8176608",0,1,0,,,
